phase,op_name,magnitude,probability,seed,fold_idx,val_acc,val_loss,top5_acc,train_acc,train_loss,epochs_run,best_epoch,early_stopped,runtime_sec,timestamp,error
PhaseA,RandomResizedCrop,0.3693,0.5017,42,0,37.0,3.069961,64.2,98.9556,0.88744,200,193,False,172.39,2025-12-25T21:45:46,
PhaseA,RandomResizedCrop,0.3976,0.6795,42,0,38.3,3.088724,62.9,95.7111,1.035935,200,173,False,175.01,2025-12-25T21:48:41,
PhaseA,RandomResizedCrop,0.7169,0.4827,42,0,37.6,3.025056,64.4,94.6111,1.038086,200,198,False,172.14,2025-12-25T21:51:33,
PhaseA,RandomResizedCrop,0.8046,0.572,42,0,38.1,3.039821,63.3,92.3,1.135539,200,193,False,171.55,2025-12-25T21:54:25,
PhaseA,RandomResizedCrop,0.4856,0.341,42,0,38.2,3.039232,63.5,98.2778,0.910156,200,195,False,171.33,2025-12-25T21:57:16,
PhaseA,RandomResizedCrop,0.4987,0.7422,42,0,38.5,3.033317,65.5,97.7333,0.951712,200,192,False,176.66,2025-12-25T22:00:13,
PhaseA,RandomResizedCrop,0.7798,0.5454,42,0,39.2,2.954004,66.2,92.4556,1.122162,200,192,False,174.98,2025-12-25T22:03:08,
PhaseA,RandomResizedCrop,0.6987,0.6342,42,0,38.1,2.988708,66.4,93.4778,1.095538,200,187,False,173.25,2025-12-25T22:06:01,
PhaseA,RandomResizedCrop,0.4181,0.4032,42,0,35.9,3.096107,63.1,98.6,0.899338,200,192,False,170.98,2025-12-25T22:08:52,
PhaseA,RandomResizedCrop,0.3151,0.5848,42,0,37.4,3.097161,62.7,98.7111,0.914999,200,179,False,171.51,2025-12-25T22:11:44,
PhaseA,RandomResizedCrop,0.6705,0.3275,42,0,38.6,3.035817,64.5,95.7,0.997206,200,190,False,170.17,2025-12-25T22:14:34,
PhaseA,RandomResizedCrop,0.883,0.7231,42,0,40.8,2.937488,66.0,89.9667,1.23313,200,200,False,175.32,2025-12-25T22:17:30,
PhaseA,RandomResizedCrop,0.5268,0.4394,42,0,37.4,3.080762,63.4,96.8889,0.972344,200,183,False,176.19,2025-12-25T22:20:26,
PhaseA,RandomRotation,0.1724,0.5257,42,0,39.4,3.008282,65.3,99.0111,0.933634,200,192,False,186.34,2025-12-25T22:23:32,
PhaseA,RandomRotation,0.3846,0.3246,42,0,39.2,3.024665,64.1,98.8444,0.948192,200,191,False,180.9,2025-12-25T22:26:33,
PhaseA,RandomRotation,0.2258,0.4391,42,0,39.8,3.032905,64.1,99.3111,0.922331,200,196,False,183.51,2025-12-25T22:29:37,
PhaseA,RandomRotation,0.014,0.2106,42,0,39.8,3.01652,66.1,99.4444,0.910891,200,194,False,177.65,2025-12-25T22:32:34,
PhaseA,RandomRotation,0.0952,0.4559,42,0,39.8,2.996707,65.6,99.5222,0.91308,200,198,False,184.42,2025-12-25T22:35:39,
PhaseA,RandomRotation,0.2571,0.2938,42,0,38.9,3.036989,65.1,99.1444,0.924071,200,200,False,181.9,2025-12-25T22:38:41,
PhaseA,RandomRotation,0.3033,0.5667,42,0,39.4,2.999846,65.2,98.8333,0.951086,200,192,False,190.32,2025-12-25T22:41:51,
PhaseA,RandomRotation,0.1412,0.3835,42,0,39.8,2.988083,64.1,99.2333,0.9206,200,195,False,182.65,2025-12-25T22:44:54,
PhaseA,RandomRotation,0.1026,0.4061,42,0,39.1,3.023096,65.5,98.1,0.989928,200,182,False,181.05,2025-12-25T22:47:55,
PhaseA,RandomRotation,0.3404,0.244,42,0,39.9,2.984151,65.7,99.3222,0.923315,200,196,False,177.52,2025-12-25T22:50:52,
PhaseA,RandomRotation,0.2992,0.5165,42,0,37.9,3.055771,64.2,98.1111,0.988682,200,187,False,188.58,2025-12-25T22:54:01,
PhaseA,RandomRotation,0.061,0.3333,42,0,39.3,3.000103,65.5,99.6778,0.905102,200,197,False,182.92,2025-12-25T22:57:04,
PhaseA,RandomRotation,0.0297,0.5756,42,0,38.5,3.003748,65.4,99.1333,0.939194,200,186,False,189.95,2025-12-25T23:00:14,
PhaseA,RandomRotation,0.218,0.3744,42,0,38.6,3.012953,65.3,98.9889,0.930666,200,192,False,184.24,2025-12-25T23:03:18,
PhaseA,RandomRotation,0.3716,0.4893,42,0,38.5,3.059322,63.6,97.9778,0.98206,200,189,False,185.9,2025-12-25T23:06:24,
PhaseA,RandomRotation,0.1839,0.2608,42,0,38.9,3.01972,65.5,99.3444,0.91547,200,199,False,180.08,2025-12-25T23:09:24,
PhaseA,RandomRotation,0.1925,0.4781,42,0,38.3,3.010586,66.0,98.9889,0.943863,200,189,False,183.66,2025-12-25T23:12:28,
PhaseA,RandomRotation,0.3551,0.2722,42,0,39.4,3.001922,64.9,99.1222,0.930089,200,197,False,182.12,2025-12-25T23:15:30,
PhaseA,RandomRotation,0.2093,0.5883,42,0,38.7,3.014601,66.7,98.4222,0.956328,200,189,False,186.95,2025-12-25T23:18:37,
PhaseA,RandomRotation,0.0462,0.3614,42,0,40.5,2.953158,67.4,99.7333,0.89648,200,196,False,181.71,2025-12-25T23:21:39,
PhaseA,RandomRotation,0.065,0.5036,42,0,38.6,2.98224,64.4,99.6556,0.904645,200,197,False,187.46,2025-12-25T23:24:47,
PhaseA,RandomRotation,0.2779,0.3462,42,0,39.4,3.006459,63.6,99.3333,0.923712,200,196,False,180.66,2025-12-25T23:27:47,
PhaseA,RandomRotation,0.3364,0.4176,42,0,38.1,3.023678,64.4,96.9111,1.026505,200,183,False,183.09,2025-12-25T23:30:50,
PhaseA,RandomRotation,0.1237,0.2328,42,0,38.8,3.011405,65.1,99.4,0.917608,200,194,False,177.4,2025-12-25T23:33:48,
PhaseA,RandomRotation,0.1325,0.5538,42,0,39.4,3.021611,63.8,98.9556,0.94324,200,189,False,190.41,2025-12-25T23:36:58,
PhaseA,RandomRotation,0.3199,0.3963,42,0,38.7,3.017776,65.5,98.9778,0.94312,200,192,False,183.68,2025-12-25T23:40:02,
PhaseA,RandomRotation,0.2658,0.4673,42,0,38.8,3.036794,65.0,97.6778,1.00005,200,184,False,184.08,2025-12-25T23:43:06,
PhaseA,RandomRotation,0.0787,0.2826,42,0,40.5,2.993251,65.1,99.7111,0.901518,200,194,False,179.18,2025-12-25T23:46:05,
PhaseA,RandomRotation,0.01,0.4278,42,0,39.8,2.972479,66.2,99.5889,0.907266,200,200,False,183.36,2025-12-25T23:49:09,
PhaseA,RandomRotation,0.247,0.222,42,0,39.6,3.041763,64.1,99.3556,0.920518,200,198,False,177.29,2025-12-25T23:52:06,
PhaseA,RandomRotation,0.3887,0.5385,42,0,37.7,3.067276,64.6,98.8333,0.946747,200,199,False,175.28,2025-12-25T23:55:01,
PhaseA,RandomRotation,0.1512,0.3115,42,0,38.5,2.994803,66.5,98.8889,0.950138,200,186,False,165.51,2025-12-25T23:57:47,
PhaseA,RandomPerspective,0.1293,0.4257,42,0,38.7,3.015242,65.3,99.1556,0.936175,200,191,False,182.04,2025-12-25T20:51:08,
PhaseA,RandomPerspective,0.2885,0.2246,42,0,39.0,3.025945,64.9,99.0333,0.93473,200,191,False,170.95,2025-12-25T20:53:59,
PhaseA,RandomPerspective,0.1694,0.3391,42,0,39.1,3.039438,64.6,98.2444,0.979296,200,184,False,174.87,2025-12-25T20:56:53,
PhaseA,RandomPerspective,0.0105,0.1106,42,0,38.4,3.016962,64.5,99.5222,0.909944,200,194,False,166.52,2025-12-25T20:59:40,
PhaseA,RandomPerspective,0.0714,0.3559,42,0,39.1,3.001277,65.4,98.6556,0.953299,200,184,False,175.58,2025-12-25T21:02:36,
PhaseA,RandomPerspective,0.1928,0.1938,42,0,40.2,2.998796,67.2,99.1778,0.922938,200,193,False,169.62,2025-12-25T21:05:25,
PhaseA,RandomPerspective,0.2275,0.4667,42,0,38.8,3.030203,65.4,99.2667,0.928235,200,198,False,179.16,2025-12-25T21:08:24,
PhaseA,RandomPerspective,0.1059,0.2835,42,0,40.8,2.980036,65.3,99.5667,0.906946,200,194,False,173.09,2025-12-25T21:11:18,
PhaseA,RandomPerspective,0.0769,0.3061,42,0,37.5,3.062435,64.7,95.8222,1.056398,200,178,False,173.75,2025-12-25T21:14:11,
PhaseA,RandomPerspective,0.2553,0.144,42,0,37.9,3.02076,65.5,99.1111,0.922963,200,194,False,168.92,2025-12-25T21:17:00,
PhaseA,RandomPerspective,0.2244,0.4165,42,0,39.8,3.004496,67.4,98.3222,0.970574,200,186,False,177.25,2025-12-25T21:19:58,
PhaseA,RandomPerspective,0.0458,0.2333,42,0,39.7,3.004345,65.6,98.9222,0.939792,200,187,False,173.5,2025-12-25T21:22:51,
PhaseA,RandomPerspective,0.0223,0.4756,42,0,39.5,2.974926,66.6,99.2333,0.928152,200,187,False,179.98,2025-12-25T21:25:51,
PhaseA,RandomPerspective,0.1635,0.2744,42,0,39.6,2.985154,66.9,99.3,0.922972,200,193,False,173.91,2025-12-25T21:28:45,
PhaseA,RandomPerspective,0.2787,0.3893,42,0,37.2,3.069749,63.2,98.9222,0.944741,200,196,False,175.85,2025-12-25T21:31:41,
PhaseA,RandomPerspective,0.1379,0.1608,42,0,40.5,2.976342,65.5,99.3667,0.922134,200,193,False,170.82,2025-12-25T21:34:32,
PhaseA,RandomPerspective,0.1444,0.3781,42,0,39.5,2.998265,65.7,99.0556,0.934351,200,192,False,176.85,2025-12-25T21:37:29,
PhaseA,RandomPerspective,0.2663,0.1722,42,0,39.5,3.011908,64.4,97.1222,1.007333,200,183,False,170.63,2025-12-25T21:40:19,
PhaseA,RandomPerspective,0.1569,0.4883,42,0,41.0,2.979481,65.5,99.0222,0.93486,200,194,False,181.11,2025-12-25T21:43:21,
PhaseA,RandomPerspective,0.0347,0.2614,42,0,39.6,2.998798,66.5,99.6111,0.905213,200,197,False,173.7,2025-12-25T21:46:14,
PhaseA,RandomPerspective,0.0488,0.4036,42,0,40.0,2.984585,65.8,99.7,0.898323,200,196,False,175.83,2025-12-25T21:49:10,
PhaseA,RandomPerspective,0.2085,0.2462,42,0,18.2,3.683489,44.7,22.4,3.435563,90,58,True,80.35,2025-12-25T21:50:31,
PhaseA,RandomPerspective,0.2523,0.3176,42,0,39.9,3.028979,65.0,98.2333,0.970886,200,187,False,175.02,2025-12-25T21:53:26,
PhaseA,RandomPerspective,0.0928,0.1328,42,0,39.8,2.991505,66.3,99.6222,0.902534,200,196,False,169.47,2025-12-25T21:56:15,
PhaseA,RandomPerspective,0.0994,0.4538,42,0,39.1,3.020886,64.6,99.7444,0.902496,200,197,False,179.73,2025-12-25T21:59:15,
PhaseA,RandomPerspective,0.2399,0.2963,42,0,39.5,2.990152,65.2,99.2111,0.930618,200,191,False,175.71,2025-12-25T22:02:11,
PhaseA,RandomPerspective,0.1993,0.3673,42,0,39.1,3.018931,65.8,99.0,0.941385,200,191,False,176.57,2025-12-25T22:05:07,
PhaseA,RandomPerspective,0.0591,0.1826,42,0,37.9,3.015845,65.7,99.5556,0.906335,200,194,False,170.56,2025-12-25T22:07:58,
PhaseA,RandomPerspective,0.0075,0.3278,42,0,39.0,3.02247,64.7,97.7222,0.986669,200,181,False,174.44,2025-12-25T22:10:52,
PhaseA,RandomPerspective,0.1852,0.122,42,0,38.1,3.036623,65.4,98.7333,0.951152,200,186,False,170.14,2025-12-25T22:13:43,
PhaseA,RandomPerspective,0.2915,0.4385,42,0,37.5,3.064998,63.4,98.0778,0.978195,200,188,False,177.67,2025-12-25T22:16:40,
PhaseA,RandomPerspective,0.1134,0.2115,42,0,39.5,3.006622,66.3,99.2444,0.924646,200,188,False,173.12,2025-12-25T22:19:33,
PhaseA,ColorJitter,0.4017,0.6886,42,0,40.3,2.94568,66.2,97.9111,1.00245,200,192,False,191.83,2025-12-25T22:22:45,
PhaseA,ColorJitter,0.7731,0.3868,42,0,39.7,2.968381,65.6,94.5333,1.130826,200,193,False,182.0,2025-12-25T22:25:47,
PhaseA,ColorJitter,0.4952,0.5587,42,0,40.0,3.000933,66.2,97.3333,1.021243,200,192,False,185.68,2025-12-25T22:28:53,
PhaseA,ColorJitter,0.1245,0.2159,42,0,38.6,2.981527,67.0,99.6444,0.904115,200,200,False,176.64,2025-12-25T22:31:50,
PhaseA,ColorJitter,0.2666,0.5838,42,0,41.4,2.929872,66.9,97.5778,0.995046,200,186,False,185.88,2025-12-25T22:34:56,
PhaseA,ColorJitter,0.5499,0.3406,42,0,40.6,2.946502,66.4,98.0333,0.994094,200,200,False,180.37,2025-12-25T22:37:56,
PhaseA,ColorJitter,0.6308,0.7501,42,0,38.2,3.043265,64.3,94.7333,1.123404,200,193,False,192.37,2025-12-25T22:41:09,
PhaseA,ColorJitter,0.3471,0.4752,42,0,40.5,2.979031,65.7,97.2778,1.00668,200,187,False,184.67,2025-12-25T22:44:13,
PhaseA,ColorJitter,0.2795,0.5091,42,0,40.8,2.957392,66.2,98.8556,0.939164,200,199,False,184.27,2025-12-25T22:47:18,
PhaseA,ColorJitter,0.6957,0.266,42,0,39.6,2.968645,66.6,96.9111,1.033744,200,199,False,178.67,2025-12-25T22:50:16,
PhaseA,ColorJitter,0.6235,0.6748,42,0,41.1,2.888543,68.0,96.3111,1.06003,200,196,False,188.47,2025-12-25T22:53:25,
PhaseA,ColorJitter,0.2068,0.4,42,0,41.2,2.944498,66.6,98.9778,0.942116,200,190,False,183.48,2025-12-25T22:56:28,
PhaseA,ColorJitter,0.152,0.7634,42,0,40.0,2.966901,67.1,98.7556,0.948965,200,189,False,190.73,2025-12-25T22:59:39,
PhaseA,ColorJitter,0.4814,0.4616,42,0,38.9,2.983108,65.3,97.7222,1.00145,200,193,False,186.68,2025-12-25T23:02:46,
PhaseA,ColorJitter,0.7503,0.634,42,0,38.9,2.993432,66.2,93.6111,1.158135,200,197,False,188.17,2025-12-25T23:05:54,
PhaseA,ColorJitter,0.4218,0.2912,42,0,40.9,2.921939,67.1,98.4222,0.954648,200,198,False,180.3,2025-12-25T23:08:54,
PhaseA,ColorJitter,0.4369,0.6171,42,0,40.8,2.939599,65.7,97.5333,1.001315,200,193,False,185.57,2025-12-25T23:12:00,
PhaseA,ColorJitter,0.7214,0.3083,42,0,38.3,2.959619,67.9,96.7222,1.040342,200,197,False,182.03,2025-12-25T23:15:02,
PhaseA,ColorJitter,0.4662,0.7825,42,0,40.4,2.971437,65.9,95.4667,1.077754,200,187,False,189.67,2025-12-25T23:18:12,
PhaseA,ColorJitter,0.1809,0.4421,42,0,39.8,2.985108,65.5,98.8222,0.943363,200,190,False,184.66,2025-12-25T23:21:16,
PhaseA,ColorJitter,0.2138,0.6554,42,0,39.3,2.951726,66.6,98.9778,0.943182,200,193,False,190.09,2025-12-25T23:24:27,
PhaseA,ColorJitter,0.5864,0.4193,42,0,40.4,2.945213,66.5,97.1556,1.026759,200,196,False,183.82,2025-12-25T23:27:30,
PhaseA,ColorJitter,0.6887,0.5263,42,0,40.7,2.935545,65.7,92.5556,1.184276,200,188,False,184.99,2025-12-25T23:30:35,
PhaseA,ColorJitter,0.3165,0.2492,42,0,40.0,2.940085,66.8,98.7556,0.944935,200,194,False,177.07,2025-12-25T23:33:33,
PhaseA,ColorJitter,0.3319,0.7307,42,0,39.8,2.914858,66.4,98.8444,0.950348,200,200,False,191.3,2025-12-25T23:36:44,
PhaseA,ColorJitter,0.6598,0.4945,42,0,41.6,2.937593,67.3,96.5444,1.053635,200,196,False,185.66,2025-12-25T23:39:50,
PhaseA,ColorJitter,0.5651,0.601,42,0,39.8,2.952056,66.7,96.8,1.052581,200,193,False,188.2,2025-12-25T23:42:58,
PhaseA,ColorJitter,0.2378,0.3239,42,0,41.3,2.949684,67.4,99.3,0.927256,200,197,False,180.89,2025-12-25T23:45:59,
PhaseA,ColorJitter,0.1176,0.5418,42,0,41.1,2.928274,68.4,99.3667,0.916551,200,197,False,185.54,2025-12-25T23:49:04,
PhaseA,ColorJitter,0.5322,0.233,42,0,40.8,2.990379,65.4,82.1778,1.436485,200,173,False,176.49,2025-12-25T23:52:01,
PhaseA,ColorJitter,0.7802,0.7077,42,0,39.2,2.948718,66.2,85.9667,1.37074,200,188,False,179.35,2025-12-25T23:55:00,
PhaseA,ColorJitter,0.3646,0.3673,42,0,39.9,2.932768,66.5,95.1778,1.080132,200,182,False,166.69,2025-12-25T23:57:47,
PhaseA,RandomGrayscale,0.5,0.5072,42,0,36.8,3.116522,62.9,95.2444,1.112244,200,186,False,182.29,2025-12-25T20:51:08,
PhaseA,RandomGrayscale,0.5,0.2557,42,0,38.0,3.073732,64.2,96.4444,1.054093,200,197,False,170.05,2025-12-25T20:53:58,
PhaseA,RandomGrayscale,0.5,0.3989,42,0,36.9,3.056389,64.3,96.6333,1.046138,200,193,False,175.08,2025-12-25T20:56:53,
PhaseA,RandomGrayscale,0.5,0.1133,42,0,39.7,2.979185,66.7,96.4778,1.029718,200,196,False,167.16,2025-12-25T20:59:40,
PhaseA,RandomGrayscale,0.5,0.4198,42,0,37.5,3.098286,62.6,89.8333,1.26139,200,183,False,174.7,2025-12-25T21:02:35,
PhaseA,RandomGrayscale,0.5,0.2172,42,0,40.0,2.96706,65.9,95.4556,1.073361,200,193,False,170.79,2025-12-25T21:05:26,
PhaseA,RandomGrayscale,0.5,0.5584,42,0,15.3,3.846359,37.6,14.1111,3.812928,82,22,True,75.94,2025-12-25T21:06:42,
PhaseA,RandomGrayscale,0.5,0.3294,42,0,37.6,3.023173,64.9,96.5222,1.059548,200,196,False,175.66,2025-12-25T21:09:37,
PhaseA,RandomGrayscale,0.5,0.3576,42,0,37.6,3.068042,63.1,96.0444,1.061119,200,192,False,174.08,2025-12-25T21:12:32,
PhaseA,RandomGrayscale,0.5,0.155,42,0,38.4,2.977937,65.6,93.6778,1.129989,200,186,False,171.75,2025-12-25T21:15:23,
PhaseA,RandomGrayscale,0.5,0.4957,42,0,38.0,3.136103,61.8,95.3222,1.102479,200,187,False,174.92,2025-12-25T21:18:18,
PhaseA,RandomGrayscale,0.5,0.2667,42,0,38.5,3.030488,65.4,88.7889,1.291898,200,182,False,174.08,2025-12-25T21:21:12,
PhaseA,RandomGrayscale,0.5,0.5695,42,0,35.1,3.156779,61.0,96.4778,1.064195,200,189,False,176.12,2025-12-25T21:24:09,
PhaseA,RandomGrayscale,0.5,0.318,42,0,37.5,3.036845,64.1,96.6667,1.050884,200,195,False,175.8,2025-12-25T21:27:04,
PhaseA,RandomGrayscale,0.5,0.4617,42,0,36.8,3.097543,62.8,97.4333,1.02959,200,198,False,176.0,2025-12-25T21:30:00,
PhaseA,RandomGrayscale,0.5,0.176,42,0,39.0,2.990114,66.4,95.8778,1.055864,200,193,False,172.24,2025-12-25T21:32:53,
PhaseA,RandomGrayscale,0.5,0.4476,42,0,36.1,3.120786,63.2,96.2778,1.06671,200,191,False,174.83,2025-12-25T21:35:48,
PhaseA,RandomGrayscale,0.5,0.1903,42,0,38.7,3.008728,65.1,95.5222,1.072692,200,194,False,172.8,2025-12-25T21:38:40,
PhaseA,RandomGrayscale,0.5,0.5854,42,0,36.0,3.195868,59.4,94.7,1.114305,200,186,False,177.03,2025-12-25T21:41:37,
PhaseA,RandomGrayscale,0.5,0.3017,42,0,39.3,3.048089,64.8,89.1,1.275597,200,182,False,176.79,2025-12-25T21:44:34,
PhaseA,RandomGrayscale,0.5,0.4795,42,0,36.4,3.137675,61.7,90.0222,1.254758,200,182,False,175.63,2025-12-25T21:47:30,
PhaseA,RandomGrayscale,0.5,0.2827,42,0,38.0,3.035362,63.8,95.5889,1.090929,200,192,False,174.86,2025-12-25T21:50:25,
PhaseA,RandomGrayscale,0.5,0.372,42,0,35.7,3.121021,63.0,86.2222,1.353454,200,180,False,174.82,2025-12-25T21:53:20,
PhaseA,RandomGrayscale,0.5,0.141,42,0,39.5,2.965934,65.8,95.0556,1.083053,200,189,False,170.43,2025-12-25T21:56:10,
PhaseA,RandomGrayscale,0.5,0.5422,42,0,36.5,3.146425,62.5,97.8556,1.019108,200,198,False,179.72,2025-12-25T21:59:10,
PhaseA,RandomGrayscale,0.5,0.3454,42,0,37.4,3.068807,64.9,95.2778,1.092141,200,189,False,175.92,2025-12-25T22:02:06,
PhaseA,RandomGrayscale,0.5,0.4342,42,0,37.8,3.074171,64.0,94.5667,1.124263,200,186,False,175.4,2025-12-25T22:05:01,
PhaseA,RandomGrayscale,0.5,0.2032,42,0,37.5,3.040371,64.5,96.2667,1.051301,200,200,False,171.69,2025-12-25T22:07:53,
PhaseA,RandomGrayscale,0.5,0.3848,42,0,36.7,3.075889,63.9,95.4556,1.094846,200,189,False,174.34,2025-12-25T22:10:47,
PhaseA,RandomGrayscale,0.5,0.1275,42,0,39.6,2.990528,65.0,96.4667,1.035028,200,200,False,169.79,2025-12-25T22:13:37,
PhaseA,RandomGrayscale,0.5,0.5231,42,0,35.2,3.165272,62.3,97.6333,1.026547,200,200,False,177.15,2025-12-25T22:16:34,
PhaseA,RandomGrayscale,0.5,0.2394,42,0,37.8,2.987924,65.9,96.4556,1.046209,200,196,False,172.52,2025-12-25T22:19:27,
PhaseA,GaussianBlur,0.1293,0.5257,42,0,40.8,2.943656,67.3,99.3889,0.916628,200,191,False,197.2,2025-12-25T22:22:44,
PhaseA,GaussianBlur,0.2885,0.3246,42,0,39.1,3.025125,63.9,99.4222,0.919309,200,193,False,186.69,2025-12-25T22:25:51,
PhaseA,GaussianBlur,0.1694,0.4391,42,0,39.5,2.986208,66.7,99.4333,0.911427,200,192,False,192.35,2025-12-25T22:29:03,
PhaseA,GaussianBlur,0.0105,0.2106,42,0,39.8,3.01652,66.1,99.4444,0.910891,200,194,False,180.08,2025-12-25T22:32:03,
PhaseA,GaussianBlur,0.0714,0.4559,42,0,37.6,3.04568,64.9,99.5556,0.903888,200,198,False,191.42,2025-12-25T22:35:15,
PhaseA,GaussianBlur,0.1928,0.2938,42,0,37.6,3.025374,64.2,99.5,0.908124,200,196,False,185.18,2025-12-25T22:38:20,
PhaseA,GaussianBlur,0.2275,0.5667,42,0,38.3,3.048905,63.2,99.4444,0.918669,200,196,False,200.74,2025-12-25T22:41:41,
PhaseA,GaussianBlur,0.1059,0.3835,42,0,40.5,2.983018,66.4,99.4778,0.911643,200,192,False,189.61,2025-12-25T22:44:51,
PhaseA,GaussianBlur,0.0769,0.4061,42,0,38.4,2.983092,66.1,98.5444,0.962375,200,183,False,191.8,2025-12-25T22:48:02,
PhaseA,GaussianBlur,0.2553,0.244,42,0,39.5,2.996165,65.8,98.5222,0.951782,200,186,False,181.92,2025-12-25T22:51:04,
PhaseA,GaussianBlur,0.2244,0.5165,42,0,39.2,3.027773,64.4,99.4,0.920076,200,195,False,197.77,2025-12-25T22:54:22,
PhaseA,GaussianBlur,0.0458,0.3333,42,0,38.3,2.990783,64.8,99.6333,0.901941,200,200,False,188.6,2025-12-25T22:57:31,
PhaseA,GaussianBlur,0.0223,0.5756,42,0,38.5,3.003748,65.4,99.1333,0.939194,200,186,False,200.41,2025-12-25T23:00:51,
PhaseA,GaussianBlur,0.1635,0.3744,42,0,40.1,2.994661,66.1,99.5667,0.90767,200,192,False,189.63,2025-12-25T23:04:01,
PhaseA,GaussianBlur,0.2787,0.4893,42,0,38.7,3.026921,64.9,98.4889,0.963689,200,185,False,194.51,2025-12-25T23:07:16,
PhaseA,GaussianBlur,0.1379,0.2608,42,0,39.4,3.002169,64.8,99.4556,0.906013,200,192,False,185.17,2025-12-25T23:10:21,
PhaseA,GaussianBlur,0.1444,0.4781,42,0,38.9,3.009246,65.5,98.5111,0.962052,200,184,False,193.38,2025-12-25T23:13:34,
PhaseA,GaussianBlur,0.2663,0.2722,42,0,38.6,3.057874,66.0,98.8222,0.949726,200,188,False,187.56,2025-12-25T23:16:42,
PhaseA,GaussianBlur,0.1569,0.5883,42,0,16.8,3.693492,43.4,18.3222,3.572894,84,24,True,88.02,2025-12-25T23:18:10,
PhaseA,GaussianBlur,0.0347,0.3614,42,0,40.5,2.953158,67.4,99.7333,0.89648,200,196,False,189.19,2025-12-25T23:21:19,
PhaseA,GaussianBlur,0.0488,0.5036,42,0,39.6,2.985624,66.1,98.5556,0.952032,200,184,False,197.15,2025-12-25T23:24:36,
PhaseA,GaussianBlur,0.2085,0.3462,42,0,38.6,3.044734,65.3,97.9111,0.992071,200,181,False,187.79,2025-12-25T23:27:44,
PhaseA,GaussianBlur,0.2523,0.4176,42,0,38.1,3.022298,65.1,99.3111,0.924469,200,194,False,191.18,2025-12-25T23:30:55,
PhaseA,GaussianBlur,0.0928,0.2328,42,0,39.3,3.015245,63.6,99.4222,0.915777,200,190,False,182.52,2025-12-25T23:33:58,
PhaseA,GaussianBlur,0.0994,0.5538,42,0,39.1,3.022727,64.8,99.6,0.902696,200,195,False,199.91,2025-12-25T23:37:18,
